fonte;categoria;subcategoria;titulo;preco;url_produto
mercadolivre;smartphone;iphone;iPhone 17 Pro Max 512GB - Prateado - Distribuidor Autorizado;9803;https://www.mercadolivre.com.br/iphone-17-pro-max-512gb-prateado-distribuidor-autorizado/p/MLB1055308649#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=21&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB5687348374&sid=search
mercadolivre;smartphone;iphone;iPhone 17 Pro 512GB - Azul-profundo - Distribuidor Autorizado;9719;https://www.mercadolivre.com.br/iphone-17-pro-512gb-azul-profundo-distribuidor-autorizado/p/MLB1055308802#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=22&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB4200188179&sid=search
mercadolivre;smartphone;iphone;iPhone Air 512 GB - Preto-espacial - somente eSIM - Distribuidor Autorizado;7019;https://www.mercadolivre.com.br/iphone-air-512gb-preto-espacial-somente-esim-distribuidor-autorizado/p/MLB1054107104#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=23&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB4200151873&sid=search
mercadolivre;smartphone;iphone;iPhone 17 Pro Max 1TB - Prateado - Distribuidor Autorizado;12104;https://www.mercadolivre.com.br/iphone-17-pro-max-1tb-prateado-distribuidor-autorizado/p/MLB1055308695#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=24&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB4200201087&sid=search
mercadolivre;smartphone;iphone;iPhone 18 Pro 2 TB — Glacial - Distribuidor Autorizado;18899;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=rpWYdlrqGh5yvnAuzhjtwR%2BGqLq9fW0iMDViDkIU3fzAKuuV8Vs%2BnxGn0oYizSmHxsmiKaWmFzKv%2F%2FphUQSUnU1IjZNL8tw2lUrNzCzrEkUNIzLOELPuMds1QE9RfKVXzvglz8WPXpuQcXEWgxce5iOA4oq4xIFKKstVO%2FSwqgoIU6ZbclQS%2FN%2BH5Xg8DwCiipM07vNw%2Bk9OdcUUln9SHiQ%2FLXt%2FD4LfGDzQM7N40jKsYV7THQc0XLwXODUreabsRMrl7Q49RBr%2BLZaZ6fgxZw0mN4UEgOYqPbcafqOmk1HepZJ7UPKOC7B1IVZiar7XliTiJh1Jiw%2FGheyfSrFmUjCxY9fCdaRMNsEQaQ%2FZbfiwrUAQt%2BVxauQk34shXCMDer8JZm6RjiqdqkeFKdybsYn7ly6o09a8whSwGXEJfMTRFrWGD%2FUhT9mL79tA%2BhyHQBqTNjV3%2FPbJJDE1ReWoSIQm%2BQe%2BB1%2BjgXjmDk56iiPbDqyn42bWJOGEC%2FBht1eA4V7BPSETzXX34hswWBe4mcGMpeIcMEtyDjYgCRVaXHdGWfFMhUAX9BVfMPE89oyiyWYR95pvalPZ6goTPt41nLcWR%2BMYpD0g75f%2FnICcgLFk%2Bqp%2FaoRkxg%2B41WLmatF5hry3TekWKtUO%2ByGZR3CicR9%2FMixSCJbzdTbPzbaCdNrbq3HcKEywSN8HIqIrx7wMZ819zEdvtMpDRs9%2F9NFh%2FBiOmltn8cfMHFuAG6WgWYPhSqwVyHbWL4mVh%2FWAr%2F7rJq4i3z9hdeoD0jV40%2FpvZrw80nNY0A44yNJr%2BrBLb8EYvmxJbdOuPwvmqRtyML84E1P8rrrbKheYQIa%2B6wF7EX46Y16aTspmZBsKg2oySIAeuqqIiNy9rUPL6LC2YZlg2uGwg47acY43gR75RDXQ94%2FirdaS6qx%2FHQTzuozkPgRCp3K1CrfTLrzxXMEZ2ONLMHfIiwLoA2hk%2FiUu1hjqhJvnEGk%3D&pdp_filters=item_id%3AMLB7617590682#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB1077855536&backend_model=search-backend&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=25&type=pad&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB7617590682&sid=search
mercadolivre;smartphone;iphone;iPhone 18 Pro Max 1TB Glacial - Distribuidor Autorizado;15749;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=xc%2Bc62ZMaTmg%2BZAIplyDgo%2BNdZ9S7ySQxmOK4ujvr0rQFhKSlH2HUtq0FZUnRCTjiJoesHsMgreAZ4WMOE67uYOuSpQvypSlkXoYEWafEAVFWtHPw4KpMkl13xkl3PCjpZ%2Bq3BWQf4Hu9wRY2g0qQ9hTZ8cqraJZ6WPFcwgkbNKYmn5pj24qNYtmxNJQsCc2sDbd6YIS8jI0phPbBO8Dyu6dLsvfbMa898kp3pdOYwaEQW3FpW1xKwdt4i9KUPRAijtG6gkwtRZmjtSP81NiQB%2FgS1h2xl1VqjL60rzpXUUgj2bqdl2iYCtIUeYH6wqg4Ay8NHxiM1DO0WmHBe%2FFBFE5lU7AHt0CG6tkeeis07SC%2F198xO9EyvW8khloVTce6a%2BQk2fJ6OAT0VAdK9%2FS6rCKXleuY1jfQddcV5rx6%2B7UeWby12Ht%2FyMIZ9YpFtWOuDkK9cLQgCtSkrOfuzo3JbVruRdWv%2FI6QQuATKiakJiTJAF2DwBhDmIRXQyoWkJg8wCis1%2B5gY%2BHjfa53pB%2FORrjxwAtTjoA%2B7%2BNI3rjit3kfv7YQcRsJfA1UD6GDNCOF%2BxXokxGLRLFzMFtEn5VItj1I1GZJ7TiMY%2B3HHzg85uiHDajcUG2%2FWCQIxJPseAGMLvYe%2BOszdR%2F5J2UBNHPQlbz4JfQKqDJQh3fA25FIOujyXcjeXHwsbeeJgMtsOduMEDrNhZCf1%2BmgV52g%2FC54v6bWwMwVm6XXX3EpH6JFdAlZbhIjuR90P0X0xm7sDjESfl3rbFb12F3uAcY3ECe3%2BEHgqSEBwy0XfbxeTGo0aig8lpA%2BBgeYiyEA%2F2yXf%2BlU3QrFZw%2BS2bkgm3KE%2FPxZiobvyr5ZiehRqv2UWvEXXMlP5hV4Z%2FaqZlx%2BJSOO8Mgn6LXIURRC57BYqmLu9nOtFQqBBT50hfuaNOfaBT7BthhYz8szY9Z7Ll2He%2BGBFPRC6OgTR127aE%2B7goUaLVfNiBS7CYU&pdp_filters=item_id%3AMLB5214721245#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB1077855641&backend_model=search-backend&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=26&type=pad&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB5214721245&sid=search
mercadolivre;smartphone;iphone;Apple iPhone 15 (256 GB) - Azul - Distribuidor Autorizado;4501;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=xIxcCnhjv5PPF7cxLng179iltxvEsC3FXKb7SCIDtLNRxiQ%2BqJnTlpyLo1RUKuEyGFx1IB0whPeLdjmuLoAC41qQoBHyc%2Fe%2BDeRJBBlBBb3lZN8Xfwr8nhc8ozfmWcJ9CHl5XnZS%2BeGZwOTuO6hxJW5xxhFvwj%2B5ag0iya5QRhM02wMB3nJtxEAL6%2FqIIrtOKdTNiBYp0E0c3XDOB9MZsxd%2FsQSb5JC6G0G8KO6x0yLKBLgYpTq8F%2B5gKVSPY6XfjdiPxMKR7RvD91A2TrJLsUECTp5ofHpPZDHcDWEBBLzeatNTbl%2BNYqmAD5K7A65Cr2fegZWMXmX77jJKMaQ9PBjKt4qdNOMG7lJbHTef6OgG64TjkE11VjN9k1gUlal7ceK7MxHICmmDxVhlQR32Lkfq%2Fox3DuezrMFL6UHGPiFvKK%2BadxWIUfRiVFlA084GLZjNiQ8oxKn%2FseYgtPbimmtx7btjGdihqDEoxmFkPogy8B%2BAElqTID0tEjwSb4PNO0hrycJYFQf8RY9TnHwRoJt%2F3OF1pmw7smo3hOcYK0qt6iPljk2GveWwbxjmc6TCtfDilQmck0zU8lf%2FM6UjIYjy8FKlJtvVi%2Bkm9bPg1Y9Bg0K1rDfZi5iTBFKWhuakzyB6i3yhTeQ6tddvaJyEfpsyzb9XN6N%2B3PK90GyNsFf2wC4EfC0oxwJtk69IGyt9Qy3d8eVViVzeu91eul3dqBJyEcVbLgBuikkfbzs30y7%2FgiCoVEuT6aAvU3vv8lvAF8AISs2hPRyIaDLQUODZI235ZcDjlwjP21zo%2B2t%2FN8rNjdDmn%2Bazhi90YInH9us4rPPT9o0ZDUvsTeWDmaXYud5eXoo%2Fn19cChOrukTLQ7H8nkvsTH38TZDGXzBDEbi7VTyyNxJW9WHxM0TNgeEDpoP5aK1Osz88TR7nktHSpQUbeO3oxqGdxFC%2BPD8LeiiN2KXhmtWfxWI45iB8YTABpZM6bD4%3D&pdp_filters=item_id%3AMLB4509857198#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB1027172673&backend_model=search-backend&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=27&type=pad&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB4509857198&sid=search
mercadolivre;smartphone;iphone;iPhone 17e 256GB Rosa-palido - Distribuidor Autorizado;4229;https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=ThDCmGjlmv%2BE79ourEj1cBT1lTK5RjDgQy%2BP9nUT4LA2So%2FPNUg%2BFlRwqSToBQ9cENxduIavkt4BTMFPFkvIp9HtgRLbyZyc8pECp3cj95N1DkthcASN3u8AmvY2nE5dYmsCied5XWWgDNhGD5X0FHMfACJ4NK5XQLYQjrXMgXIfjiIT%2Bf8sXga3m2g%2B4i0dfR02%2BWnygvQqWbKHxm8lEp7fkdyJsGYdqOcw5h0HMKuqbkc7N3WfO351BcdR16IkwXBJ5W%2B8olywAG6ySrazzXvwXn8BPp1hrrqI%2BrJj4W60ZqeGzcJPtzVjj9JOfIMZKCGQc5if4RlLeuoH8MJky0sdixwMs3U6iyh%2FdqPUn6Krn9Y8eP7bF11cPXFcPQMd80XUJXK6Ylg%2B42UgICWq3yXREK2iNQzpbixtsEAq8LW26ron9T8sGlrY3sVJo4tgO2e6m5pknwuS6uCHInsefmHhAw4diCmnNV%2FibsH%2BF1YFEyugwFUrHQKqkPoUiTTa24NZC7snoYDczHtthk4bGFjxnh2gh3LUSo%2B4Qe1qFTMD1yOo%2Fx2timyU6Rtuhjsr5f%2BySpup0H91BFYCkzzhvmMGUfD8mhYWtuEwweXurWM4%2Fxr3NB5jPGU685BNWByTrWF9rYSgq3F%2BNS%2BxlsAb%2BJssK7AHPVqDPQd4n8DrLjZhdxw5b14%2FTfpG3tePTkpHT5O5awkl%2FIaihNkVGbglfCugS1ixBTmnzQIib%2F8MQLv6zPcXBUy95lKaNVDgt8VDntEEIrBEKm8xCFrs45FViyLttz7jm7mOA28k5QDUR%2FkA8SsylP8AIsP%2FS3haMgjXMX8AHHzDGwMjgr6DywDojjCihVlUz5aRFvh4fTCRYlFaYVW1XxbFCNHQumAAkhfsgrnISE%2FSpnCP9JLAnlONTKxekNwpzN5vborIMLxBPa6Vjp9O%2B6miJ%2FdDILVar0ih2ygwbrYCOFF4f9xMnZ5cH8WAC%2BWCTw%3D%3D&pdp_filters=item_id%3AMLB6844711882#polycard_client=search-desktop&is_advertising=true&searchVariation=MLB1066130043&backend_model=search-backend&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=28&type=pad&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB6844711882&sid=search
mercadolivre;smartphone;iphone;iPhone 18 Pro Max 1TB Glacial - Distribuidor Autorizado;15749;https://www.mercadolivre.com.br/iphone-18-pro-max-1tb-glacial-distribuidor-autorizado/p/MLB1077855641#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=29&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB5214721245&sid=search
mercadolivre;smartphone;iphone;iPhone 18 Pro Max 512GB Glacial - Distribuidor Autorizado;13049;https://www.mercadolivre.com.br/iphone-18-pro-max-512gb-glacial-distribuidor-autorizado/p/MLB1077855627#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=30&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB5215006929&sid=search
mercadolivre;smartphone;iphone;iPhone 18 Pro de 256 GB — Preto - Distribuidor Autorizado;10799;https://www.mercadolivre.com.br/iphone-18-pro-de-256-gb-preto-distribuidor-autorizado/p/MLB1077872085#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=31&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB5210800959&sid=search
mercadolivre;smartphone;iphone;Apple iPhone 16 Pro Max (256 GB) - Titânio-preto;7199;https://www.mercadolivre.com.br/apple-iphone-16-pro-max-256-gb-titanio-preto/p/MLB40287862#polycard_client=search-desktop&float_highlight=last_units&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=32&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB7131641962&sid=search
mercadolivre;smartphone;iphone;iPhone 18 Pro de 512 GB — Preto - Distribuidor Autorizado;12149;https://www.mercadolivre.com.br/iphone-18-pro-de-512-gb-preto-distribuidor-autorizado/p/MLB1077855525#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=33&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB7616019070&sid=search
mercadolivre;smartphone;iphone;iPhone Air 512 GB - Preto-espacial - somente eSIM;7445;https://www.mercadolivre.com.br/iphone-air-512gb-preto-espacial-somente-esim/p/MLB54107104#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=34&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB7472290606&sid=search
mercadolivre;smartphone;iphone;iPhone 18 Pro Max 2TB Glacial - Distribuidor Autorizado;19799;https://www.mercadolivre.com.br/iphone-18-pro-max-2tb-glacial-distribuidor-autorizado/p/MLB1077871087#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=35&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB5214725521&sid=search
mercadolivre;smartphone;iphone;iPhone 17e 512GB Preto - Distribuidor Autorizado;5099;https://www.mercadolivre.com.br/iphone-17e-512gb-preto-distribuidor-autorizado/p/MLB1066130041#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=36&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB7159822620&sid=search
mercadolivre;smartphone;iphone;iPhone Air 1 TB - Branco-nuvem - somente eSIM - Distribuidor Autorizado;7559;https://www.mercadolivre.com.br/iphone-air-1tb-branco-nuvem-somente-esim-distribuidor-autorizado/p/MLB1054107091#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=37&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB4199957665&sid=search
mercadolivre;smartphone;iphone;iPhone 18 Pro 2 TB — Glacial - Distribuidor Autorizado;18899;https://www.mercadolivre.com.br/iphone-18-pro-2-tb-glacial-distribuidor-autorizado/p/MLB1077855536#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=38&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB7617590682&sid=search
mercadolivre;smartphone;iphone;iPhone 18 Pro 1 TB — Preto - Distribuidor Autorizado;14849;https://www.mercadolivre.com.br/iphone-18-pro-1-tb-preto-distribuidor-autorizado/p/MLB1079055543#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=39&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB5210801853&sid=search
mercadolivre;smartphone;iphone;Apple iPhone 16 Pro (256 GB) - Titânio-preto;7599;https://www.mercadolivre.com.br/apple-iphone-16-pro-256-gb-titanio-preto/p/MLB40287834#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=40&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB5199368353&sid=search
mercadolivre;smartphone;iphone;Apple iPhone 12 (128 GB) - Roxo - Distribuidor Autorizado;7199;https://www.mercadolivre.com.br/apple-iphone-12-128-gb-roxo-distribuidor-autorizado/p/MLB1017935586#polycard_client=search-desktop&float_highlight=last_unit&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=41&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB1963872159&sid=search
mercadolivre;smartphone;iphone;Apple iPhone 15 (128 GB) - Preto;3899;https://www.mercadolivre.com.br/apple-iphone-15-128-gb-preto/p/MLB27172677#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=42&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB4505645691&sid=search
mercadolivre;smartphone;iphone;Apple iPhone 14 Plus (128 Gb) - Estelar (Novo com caixa aberta);2739;https://www.mercadolivre.com.br/apple-iphone-14-plus-128-gb-estelar-novo-com-caixa-aberta/p/MLB2016202762#polycard_client=search-desktop&float_highlight=last_unit&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=43&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB7356126326&sid=search
mercadolivre;smartphone;iphone;iPhone 17e (esim) 512GB Branco - Distribuidor Autorizado;5099;https://www.mercadolivre.com.br/iphone-17e-esim-512gb-branco-distribuidor-autorizado/p/MLB1066131406#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=44&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB4888315303&sid=search
mercadolivre;smartphone;iphone;iPhone 17 Pro Max 256GB - Laranja-cósmico;8230;https://www.mercadolivre.com.br/iphone-17-pro-max-256gb-laranja-cosmico/p/MLB55308620#polycard_client=search-desktop&float_highlight=last_unit&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=45&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB4239531405&sid=search
mercadolivre;smartphone;iphone;Apple iPhone 14 (128 GB) - Estelar;3199;https://www.mercadolivre.com.br/apple-iphone-14-128-gb-estelar/p/MLB19615378#polycard_client=search-desktop&float_highlight=last_units&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=46&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB4469971111&sid=search
mercadolivre;smartphone;iphone;Apple Iphone 14 128gb Meia-noite - Excelente (Recondicionado);2159;https://www.mercadolivre.com.br/apple-iphone-14-128gb-meia-noite-excelente-recondicionado/p/MLB2000081745#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=47&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB7209401644&sid=search
mercadolivre;smartphone;iphone;iPhone 17 256 GB 8 GB Preto;5999;https://www.mercadolivre.com.br/iphone-17-256gb-8-gb-preto/p/MLB55308917#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=48&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB7663624850&sid=search
mercadolivre;smartphone;iphone;iPhone Air 256 GB - Azul-céu - somente eSIM - Distribuidor Autorizado;8279;https://www.mercadolivre.com.br/iphone-air-256gb-azul-ceu-somente-esim-distribuidor-autorizado/p/MLB1054107097#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=49&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB5834878582&sid=search
mercadolivre;smartphone;iphone;Apple iPhone 11 (128 GB) - Preto - Aceitável (Recondicionado);1237;https://www.mercadolivre.com.br/apple-iphone-11-128-gb-preto-aceitavel-recondicionado/p/MLB2000074287#polycard_client=search-desktop&float_highlight=last_units&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=50&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB7369768144&sid=search
mercadolivre;smartphone;iphone;iPhone 17 Pro 256GB - Azul-profundo;7819;https://www.mercadolivre.com.br/iphone-17-pro-256gb-azul-profundo/p/MLB55308781#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=51&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB7663936022&sid=search
mercadolivre;smartphone;iphone;Apple iPhone 16 Pro Max (256 GB) - Titânio natural (Novo com caixa aberta);6500;https://www.mercadolivre.com.br/apple-iphone-16-pro-max-256-gb-titanio-natural-novo-com-caixa-aberta/p/MLB2016212240#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=52&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB7640840008&sid=search
mercadolivre;smartphone;iphone;iPhone 17 256 GB - Sálvia (Novo com caixa aberta);5594;https://www.mercadolivre.com.br/iphone-17-256gb-salvia-novo-com-caixa-aberta/p/MLB2038826936#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=53&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB7656880676&sid=search
mercadolivre;smartphone;iphone;iPhone 8 Plus 256 GB dourado - Excelente (Recondicionado);1599;https://www.mercadolivre.com.br/iphone-8-plus-256-gb-dourado-excelente-recondicionado/p/MLB2000138530#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=54&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB5241013190&sid=search
mercadolivre;smartphone;iphone;Apple iPhone 13 (128gb) preto - Excelente (Recondicionado);2157;https://www.mercadolivre.com.br/apple-iphone-13-128gb-preto-excelente-recondicionado/p/MLB2085849341#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=55&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB5180103253&sid=search
mercadolivre;smartphone;iphone;Apple iPhone 15 Pro Max (256 GB) - Titânio Branco;6299;https://www.mercadolivre.com.br/apple-iphone-15-pro-max-256-gb-titanio-branco/p/MLB27172715#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=56&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB7663424026&sid=search
mercadolivre;smartphone;iphone;Apple iPhone 11 (128 GB) - Branco - Aceitável (Recondicionado);1073;https://www.mercadolivre.com.br/apple-iphone-11-128-gb-branco-aceitavel-recondicionado/p/MLB2000052153#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=57&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB7451233416&sid=search
mercadolivre;smartphone;iphone;Apple iPhone 16 (128 GB) - Preto;4840;https://www.mercadolivre.com.br/apple-iphone-16-128-gb-preto/p/MLB40287808#polycard_client=search-desktop&float_highlight=last_unit&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=58&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB5778712798&sid=search
mercadolivre;smartphone;iphone;iPhone SE (2nd Generation) 64 GB preto - Bom (Recondicionado);675;https://www.mercadolivre.com.br/iphone-se-2nd-generation-64-gb-preto-bom-recondicionado/p/MLB2000030331#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=59&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB7665726702&sid=search
mercadolivre;smartphone;iphone;iPhone 8 64 GB cinza-espacial - Bom (Recondicionado);550;https://www.mercadolivre.com.br/iphone-8-64-gb-cinza-espacial-bom-recondicionado/p/MLB2000126300#polycard_client=search-desktop&be_origin=backend&overlay_label=not_apply&search_layout=grid&position=60&type=product&tracking_id=1794fa04-bae6-48ea-a7c3-2ccbc4f420f6&wid=MLB5014220989&sid=search
